TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-28 15:06:31,1779980791876,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,cklbx-1779980791876-971456dafa07,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,8,sin1,260,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYW2CPTDXJKZFV6M0NK7A,7yYW3ka0FLV2,1,,
2026-05-28 15:06:31,1779980791876,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,cklbx-1779980791876-971456dafa07,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,15,iad1,356,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYW6CYRPH0C2F8324M57V,XIZabRsRqhYo,1,,
2026-05-28 15:06:31,1779980791394,agentboster.vercel.app/api/ai/wrun_01KSQHV5Y45QDPDXDR34ZXS1FK/stream,GET,nxtPrunId=wrun_01KSQHV5Y45QDPDXDR34ZXS1FK,204,dpg5h-1779980791389-7c6c7adf44d0,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",info,production,main,MISS,middleware,/api/ai/[runId]/stream,agentboster.vercel.app,agentboster.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,,,,,[ai] / status=200,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 15:06:31,1779980791389,agentboster.vercel.app/api/ai/wrun_01KSQHV5Y45QDPDXDR34ZXS1FK/stream,GET,nxtPrunId=wrun_01KSQHV5Y45QDPDXDR34ZXS1FK,204,dpg5h-1779980791389-7c6c7adf44d0,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,9,sin1,260,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYVK2XA4QVD8SJVD1CD8Z,7yYW3ka0FLV2,1,,
2026-05-28 15:06:31,1779980791389,agentboster.vercel.app/api/ai/wrun_01KSQHV5Y45QDPDXDR34ZXS1FK/stream,GET,nxtPrunId=wrun_01KSQHV5Y45QDPDXDR34ZXS1FK,204,dpg5h-1779980791389-7c6c7adf44d0,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/api/ai/[runId]/stream,agentboster.vercel.app,agentboster.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,295,iad1,361,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYVPXA3W5C49B5TDGPC0F,4klCuT8GaLDr,1,,
2026-05-28 15:06:31,1779980791343,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,5wt4h-1779980791343-e18ad556e996,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,13,iad1,356,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYVNVF6B64KVW83XSF0ZN,XIZabRsRqhYo,1,,
2026-05-28 15:06:31,1779980791343,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,5wt4h-1779980791343-e18ad556e996,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,8,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYVHNAMSACAYFFYHSMDWJ,7yYW3ka0FLV2,1,,
2026-05-28 15:06:30,1779980790613,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,snpq7-1779980790613-cc5fb6564102,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,24,iad1,356,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYTYWYP63Y2ZJ9T7TZG7R,XIZabRsRqhYo,1,,
2026-05-28 15:06:30,1779980790613,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,snpq7-1779980790613-cc5fb6564102,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,8,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYTTYHE3RF1ZPA9AND22C,7yYW3ka0FLV2,1,,
2026-05-28 15:06:25,1779980785627,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,xqk8h-1779980785627-ba16e9ce54d8,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,9,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYP06A02J4404TQW0FT7W,7yYW3ka0FLV2,1,,
2026-05-28 15:06:25,1779980785627,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,xqk8h-1779980785627-ba16e9ce54d8,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,25,iad1,355,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYP4WPQTMN55D3WG4NFNW,XIZabRsRqhYo,1,,
2026-05-28 15:06:20,1779980780609,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,rzkgz-1779980780609-8b19401e8c6f,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,9,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYH2B97K8FCFARK57PYCV,7yYW3ka0FLV2,1,,
2026-05-28 15:06:20,1779980780609,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,rzkgz-1779980780609-8b19401e8c6f,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,29,iad1,355,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYH6BWG16YXY5C58K22RA,XIZabRsRqhYo,1,,
2026-05-28 15:06:15,1779980775610,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,fslh5-1779980775610-70a40ce1474a,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,22,iad1,355,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYCA238ARSKJ4G8PZA2H9,XIZabRsRqhYo,1,,
2026-05-28 15:06:15,1779980775610,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,fslh5-1779980775610-70a40ce1474a,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,10,sin1,259,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHYC62DH6NSG9TPNFF2CWN,7yYW3ka0FLV2,1,,
2026-05-28 15:06:10,1779980770612,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,8tp5m-1779980770612-beb9d607d745,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,9,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHY79SW7Y6HBNGYGXYP53Y,7yYW3ka0FLV2,1,,
2026-05-28 15:06:10,1779980770612,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,8tp5m-1779980770612-beb9d607d745,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,21,iad1,357,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHY7E1SS1X18D4JP4259DZ,XIZabRsRqhYo,1,,
2026-05-28 15:06:05,1779980765614,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,wwjvt-1779980765614-6ae745b7a78b,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,133,iad1,407,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHY2J510VEQAN4DH3X3XXR,XIZabRsRqhYo,1,,
2026-05-28 15:06:05,1779980765614,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,wwjvt-1779980765614-6ae745b7a78b,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,9,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHY2DT0Z6DPM8ZPZYNPMC0,7yYW3ka0FLV2,1,,
2026-05-28 15:06:00,1779980760601,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,zpccg-1779980760601-0b5ac33d9d4d,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,8,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHXXGZXKJP384MB2H7GEM7,7yYW3ka0FLV2,1,,
2026-05-28 15:06:00,1779980760601,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,zpccg-1779980760601-0b5ac33d9d4d,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,23,iad1,407,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHXXMXB389B98V3BEJ8HHZ,XIZabRsRqhYo,1,,
2026-05-28 15:05:55,1779980755611,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,wtrxt-1779980755611-2fbeee606c49,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,9,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHXRN5G2H89MKXAS7DEPYS,7yYW3ka0FLV2,1,,
2026-05-28 15:05:55,1779980755611,agentboster.vercel.app/chat/261f0be2-df09-41fa-adbe-5a474eda775a,POST,nxtPid=261f0be2-df09-41fa-adbe-5a474eda775a,200,wtrxt-1779980755611-2fbeee606c49,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/chat/[id],agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,24,iad1,407,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHXRSKF1P4351VFZ07W3PS,XIZabRsRqhYo,1,,
2026-05-28 15:05:52,1779980752240,agentboster.vercel.app/icon.png,GET,,304,6jcxh-1779980752240-34137647d400,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,7,sin1,257,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHXNBQ0MBQGWGHS39PTPG1,7yYW3ka0FLV2,1,,
2026-05-28 15:05:52,1779980752240,agentboster.vercel.app/icon.png,GET,,304,6jcxh-1779980752240-34137647d400,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/icon.png,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,23,sin1,,,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,,,,,
2026-05-28 15:05:51,1779980751919,agentboster.vercel.app/icon.png,GET,,304,8fbcq-1779980751919-3e75b47bb768,"Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,middleware,agentboster.vercel.app,agentboster-ojgn6sd06-sekaimoes-projects.vercel.app,dpl_DL8bR2kVC1qgP6eCv4C7oNf3cEMK,7,sin1,258,2048,,prj_tdXxtSqJCHN7blfXuR7HAEso1qIL,,,01KSQHXN1K6ANTSP29BCA7WXCE,7yYW3ka0FLV2,1,,
